NAAC,Current course,upskill,course_hs,Shares country_hs,ranking,salary
B+,PG in HR,Finance,others,CANADA,180,42000
A+,PG in HR,Managment,Finance,OTHER EUROPIAN COUNTRY,165,46000
C,BE in Datascience,Datascience,Management,GERMANY,55,59500
B++,BE in others,Datascience,Management,OTHER EUROPIAN COUNTRY,74,53100
B+,BE in others,Managment,others,INDIA,132,48300
NO GRADE,BE in Datascience,none,others,OTHER ASIAN COUNTRY,21,51900
A++,"BE in cse,electronics,IT,Telecom",none,none,OTHER EUROPIAN COUNTRY,192,32300
C,CA,Datascience,none,UK,9,57600
B+,PG in Marketing,Managment,Engineering,US,165,49000
A,BE in others,IT,IT,none,48,55200
B++,PG in finance,Managment,Engineering,GERMANY,176,46900
B+,BE in others,Datascience,Finance,US,158,46700
C,CA,Art,Management,OTHER ASIAN COUNTRY,128,47700
A++,"BE in cse,electronics,IT,Telecom",IT,IT,AUSTRALIA,17,65300
A++,BCom,Datascience,Management,CANADA,190,40000
A,"BE in cse,electronics,IT,Telecom",Datascience,IT,UK,160,48500
C,PG in finance,none,Management,OTHER ASIAN COUNTRY,173,38200
B++,CA,IT,Finance,none,128,44700
B,BE in Datascience,Datascience,Management,OTHER EUROPIAN COUNTRY,170,45500
NO GRADE,B.Sc,Managment,none,none,11,50900
B++,BE in others,Managment,Finance,CANADA,110,47500
B++,BA,Finance,none,CANADA,195,36500
D,PG in datascience,Finance,Finance,none,149,41600
A+,BE in others,Datascience,Management,OTHER EUROPIAN COUNTRY,122,48300
A,BA,IT,Engineering,CANADA,64,55600
B,CA,Art,Management,CANADA,34,57100
A+,BA,IT,Engineering,UK,185,44500
B++,PG in datascience,Managment,IT,AUSTRALIA,67,60800
NO GRADE,PG in finance,Finance,others,none,102,45300
B,BCom,Managment,Economics,OTHER ASIAN COUNTRY,194,40600
B++,PG in Marketing,none,Finance,US,43,53200
B++,BE in others,Finance,Management,GERMANY,106,50400
B+,PG in datascience,IT,IT,CANADA,6,61900
B++,BA,none,IT,AUSTRALIA,29,59600
A+,PG in finance,Finance,Economics,GERMANY,83,55200
B++,PG in HR,IT,IT,GERMANY,31,64900
A++,BA,Datascience,Engineering,none,153,46200
A+,BE in others,Datascience,Economics,GERMANY,188,45700
C,PG in HR,Finance,none,AUSTRALIA,141,48900
D,CA,Finance,Engineering,AUSTRALIA,25,62500
A++,"BE in cse,electronics,IT,Telecom",Managment,IT,AUSTRALIA,145,53000
B++,BE in Datascience,Managment,IT,OTHER ASIAN COUNTRY,124,51600
A++,B.Sc,IT,Economics,none,111,45900
A+,CA,none,Finance,AUSTRALIA,45,54000
A,BE in others,Datascience,others,AUSTRALIA,114,51100
B+,B.Sc,Datascience,Economics,OTHER ASIAN COUNTRY,178,41700
A+,BCom,none,others,GERMANY,22,50800
D,PG in HR,IT,IT,none,57,58300
B+,PG in finance,none,IT,AUSTRALIA,86,53400
B+,CA,Finance,Economics,GERMANY,201,43400
C,B.Sc,IT,IT,none,50,52500
D,PG in datascience,Art,Management,US,191,44900
D,B.Sc,Finance,none,INDIA,43,51700
NO GRADE,BA,none,Engineering,OTHER EUROPIAN COUNTRY,110,46000
A+,BE in others,Art,Engineering,US,49,59100
B+,PG in Marketing,Managment,Economics,AUSTRALIA,149,52100
A++,PG in datascience,Managment,Finance,UK,135,47000
D,PG in finance,Finance,Management,US,63,56700
B,CA,Finance,Economics,none,136,45900
C,BE in Datascience,IT,Finance,CANADA,179,42100
A,PG in Marketing,Finance,IT,US,111,53900
A++,PG in datascience,Art,Engineering,OTHER ASIAN COUNTRY,113,50200
B++,"BE in cse,electronics,IT,Telecom",Managment,none,INDIA,35,57500
A+,PG in Marketing,Finance,IT,OTHER ASIAN COUNTRY,46,56900
A,PG in datascience,IT,Economics,AUSTRALIA,65,60000
C,CA,Art,Management,US,80,56000
C,PG in finance,none,Engineering,none,88,46200
C,B.Sc,Finance,Engineering,UK,121,45900
D,PG in finance,Art,Finance,CANADA,9,58100
NO GRADE,PG in Marketing,Datascience,Economics,US,173,49200
D,BE in others,Art,IT,OTHER ASIAN COUNTRY,108,50700
D,B.Sc,IT,Management,CANADA,83,48700
B,BE in Datascience,none,none,CANADA,80,44500
A++,PG in Marketing,Art,Engineering,US,9,64100
NO GRADE,BCom,none,Engineering,UK,195,35500
C,BCom,none,none,OTHER EUROPIAN COUNTRY,99,39100
A,CA,Managment,Engineering,UK,189,44100
C,BE in Datascience,IT,Engineering,US,74,58600
A,PG in Marketing,Datascience,others,CANADA,172,41800
B,PG in finance,Finance,Finance,OTHER ASIAN COUNTRY,162,41800
NO GRADE,BE in Datascience,Datascience,Engineering,US,153,51700
NO GRADE,BCom,IT,Management,INDIA,92,52800
B++,B.Sc,none,others,OTHER EUROPIAN COUNTRY,16,47900
A++,"BE in cse,electronics,IT,Telecom",Art,Management,US,66,57400
D,BA,Finance,Finance,US,157,46300
A,B.Sc,Finance,Economics,INDIA,136,47900
A,BCom,IT,Engineering,UK,165,43500
A+,CA,none,Economics,CANADA,42,52800
A+,BA,none,Engineering,US,81,52400
A,BA,IT,Economics,none,166,44400
B++,BA,none,IT,US,34,58100
C,CA,none,others,UK,115,42500
NO GRADE,PG in HR,Art,Economics,US,174,51100
NO GRADE,BA,Managment,Finance,OTHER EUROPIAN COUNTRY,24,57600
A+,PG in finance,Art,Economics,none,87,51800
A++,PG in Marketing,none,Finance,OTHER EUROPIAN COUNTRY,189,35100
B,PG in Marketing,none,Engineering,UK,32,54300
A+,PG in HR,none,Management,UK,18,57700
C,BE in Datascience,Art,Finance,US,19,61600
NO GRADE,CA,Datascience,Finance,none,35,55000
A+,PG in Marketing,IT,Economics,GERMANY,200,44500
A+,BE in Datascience,IT,none,INDIA,179,43600
C,PG in Marketing,Finance,none,US,118,47200
D,CA,none,Engineering,OTHER EUROPIAN COUNTRY,174,39100
NO GRADE,PG in datascience,Managment,others,OTHER EUROPIAN COUNTRY,29,55600
C,"BE in cse,electronics,IT,Telecom",none,IT,US,7,60300
A+,PG in HR,Datascience,none,INDIA,49,59600
B+,B.Sc,none,Management,GERMANY,101,44400
C,BE in Datascience,IT,Finance,UK,177,43300
C,PG in datascience,IT,Management,AUSTRALIA,11,63900
A++,CA,none,Economics,none,84,47100
A++,PG in finance,Finance,Engineering,OTHER EUROPIAN COUNTRY,93,51200
B,BE in others,Finance,none,US,165,41500
NO GRADE,PG in HR,Datascience,others,OTHER ASIAN COUNTRY,127,49300
C,PG in finance,Datascience,others,US,54,57100
A+,PG in finance,Art,others,CANADA,115,46500
A++,PG in finance,Finance,others,INDIA,75,53500
B+,"BE in cse,electronics,IT,Telecom",IT,IT,none,95,51500
B+,PG in HR,Managment,Management,OTHER EUROPIAN COUNTRY,62,57800
A++,PG in HR,Finance,IT,INDIA,85,60000
A+,BA,Finance,none,OTHER ASIAN COUNTRY,89,47100
B+,BE in Datascience,IT,none,GERMANY,197,40300
A,PG in finance,Art,Finance,US,99,52600
A,CA,IT,Economics,AUSTRALIA,51,61400
B++,PG in datascience,IT,Engineering,AUSTRALIA,169,49100
B,BE in Datascience,IT,Management,US,56,59400
A+,PG in Marketing,Managment,Finance,INDIA,58,57700
D,PG in datascience,Art,Management,none,33,55700
A+,"BE in cse,electronics,IT,Telecom",Finance,Finance,AUSTRALIA,113,51200
A+,PG in finance,Datascience,none,GERMANY,190,41000
C,BA,IT,Economics,CANADA,13,61200
A++,PG in Marketing,Managment,Management,none,96,49900
B,PG in HR,Datascience,Management,OTHER ASIAN COUNTRY,82,56300
A,BA,Managment,none,INDIA,138,47700
A++,BCom,Managment,others,GERMANY,50,53500
B+,PG in finance,Finance,Finance,UK,150,44000
B+,"BE in cse,electronics,IT,Telecom",Art,others,none,1,56400
A,BE in others,IT,Management,US,16,61400
A++,PG in HR,Art,others,OTHER ASIAN COUNTRY,22,58800
B,"BE in cse,electronics,IT,Telecom",IT,Economics,GERMANY,147,49800
A,BCom,Art,Management,GERMANY,98,50700
A+,BA,IT,none,UK,166,41400
NO GRADE,BA,IT,IT,OTHER EUROPIAN COUNTRY,56,57400
B,PG in datascience,Art,others,INDIA,5,61500
B+,PG in Marketing,Art,Management,US,2,63800
B,PG in finance,Finance,Engineering,UK,169,44600
B,BE in Datascience,Managment,none,AUSTRALIA,113,51200
A++,BCom,IT,Management,GERMANY,160,44500
D,PG in datascience,none,none,US,131,41900
C,BA,Managment,others,GERMANY,111,50400
D,PG in finance,none,Finance,OTHER ASIAN COUNTRY,44,49600
A++,PG in HR,Datascience,none,CANADA,164,44100
NO GRADE,BE in others,Art,IT,AUSTRALIA,193,46700
C,B.Sc,none,none,GERMANY,111,39400
C,PG in datascience,Art,others,none,189,37600
B,PG in Marketing,Datascience,Engineering,UK,115,52000
A,BE in others,IT,Management,CANADA,48,54700
B,"BE in cse,electronics,IT,Telecom",IT,Finance,AUSTRALIA,38,59700
A++,BE in others,Datascience,none,AUSTRALIA,8,60200
D,PG in Marketing,Finance,Economics,US,96,54900
B++,PG in finance,Finance,others,OTHER EUROPIAN COUNTRY,162,40800
B++,PG in datascience,Art,Finance,CANADA,153,43700
B,PG in datascience,Art,Finance,US,160,46500
C,BA,none,Economics,GERMANY,9,59100
C,BCom,Managment,Management,OTHER EUROPIAN COUNTRY,68,51700
C,BCom,Art,IT,US,184,45100
A,PG in HR,Datascience,IT,OTHER ASIAN COUNTRY,138,52700
B+,PG in datascience,Art,Engineering,US,26,62400
B,BCom,none,Finance,none,14,48600
A,PG in datascience,Art,none,GERMANY,73,51700
B,BA,IT,Economics,GERMANY,135,51500
C,BE in others,none,IT,US,44,55600
A,PG in Marketing,Managment,IT,INDIA,180,49000
A+,BCom,IT,Finance,AUSTRALIA,67,54300
C,"BE in cse,electronics,IT,Telecom",IT,others,none,186,37900
B,B.Sc,Art,Management,INDIA,86,52400
A,PG in Marketing,Datascience,none,OTHER ASIAN COUNTRY,111,46400
NO GRADE,BE in Datascience,IT,IT,none,188,43200
C,PG in HR,IT,Finance,US,156,49900
A+,BCom,Managment,others,none,84,46100
C,PG in finance,IT,Economics,OTHER ASIAN COUNTRY,22,59800
A,PG in finance,IT,others,GERMANY,143,46200
B,BA,Datascience,Engineering,GERMANY,91,56400
D,PG in finance,IT,Finance,OTHER ASIAN COUNTRY,149,44100
A++,"BE in cse,electronics,IT,Telecom",Finance,others,OTHER EUROPIAN COUNTRY,150,42000
B+,PG in finance,IT,others,US,48,56700
A+,PG in datascience,none,others,GERMANY,172,38300
B,CA,Datascience,others,OTHER EUROPIAN COUNTRY,195,39500
A,BA,Art,Finance,GERMANY,7,61300
A,BA,none,none,OTHER EUROPIAN COUNTRY,109,41100
B,"BE in cse,electronics,IT,Telecom",IT,Engineering,OTHER EUROPIAN COUNTRY,170,44500
B+,PG in finance,none,none,US,35,51500
A+,PG in Marketing,Finance,Management,US,165,46500
A++,BE in others,Finance,others,OTHER EUROPIAN COUNTRY,37,52300
C,"BE in cse,electronics,IT,Telecom",Datascience,others,GERMANY,9,60600
B+,BE in Datascience,Finance,Management,UK,13,60200
B+,BE in others,IT,Management,none,23,55700
NO GRADE,BE in others,Managment,Engineering,US,73,57200
C,BE in others,IT,Engineering,GERMANY,26,60400
B+,PG in finance,Art,others,UK,68,52200
D,PG in HR,Art,Finance,US,154,50100
B+,BCom,Art,others,INDIA,42,55300
B,PG in datascience,Datascience,Economics,OTHER EUROPIAN COUNTRY,95,53500
C,CA,none,Engineering,GERMANY,145,44500
B,BCom,Datascience,Economics,OTHER ASIAN COUNTRY,158,44700
A,PG in Marketing,Finance,Finance,none,29,53600
C,PG in Marketing,IT,others,GERMANY,80,52500
B,PG in HR,IT,Engineering,none,42,58800
A+,BE in others,IT,Finance,none,22,54300
A+,BA,Datascience,IT,GERMANY,132,53300
C,PG in finance,Art,Economics,CANADA,157,46300
A,PG in datascience,Datascience,others,INDIA,191,43900
B+,PG in Marketing,Art,Economics,GERMANY,89,55600
C,BA,IT,others,CANADA,47,53800
NO GRADE,B.Sc,Art,Engineering,none,88,47700
A,PG in HR,Finance,Economics,AUSTRALIA,81,60400
B,B.Sc,IT,none,OTHER EUROPIAN COUNTRY,185,34500
A+,PG in Marketing,none,others,OTHER ASIAN COUNTRY,21,50900
NO GRADE,CA,Finance,IT,OTHER EUROPIAN COUNTRY,122,49300
D,PG in finance,Datascience,none,UK,14,57100
B++,PG in finance,Datascience,Finance,OTHER ASIAN COUNTRY,57,54300
A+,PG in HR,Datascience,Management,GERMANY,129,54100
B+,B.Sc,Finance,Management,none,113,43200
C,PG in finance,Finance,Economics,INDIA,89,56100
B++,PG in datascience,Managment,Management,OTHER EUROPIAN COUNTRY,157,45300
A+,PG in Marketing,Datascience,Management,AUSTRALIA,92,56800
A,BE in others,none,IT,US,180,42000
B+,PG in finance,Managment,others,UK,155,44000
D,PG in datascience,Datascience,none,US,133,47700
B,PG in HR,IT,Management,US,188,48200
NO GRADE,B.Sc,Art,Management,none,73,48200
C,PG in finance,IT,Engineering,INDIA,36,61900
B+,BE in others,Datascience,Engineering,INDIA,59,59600
A++,B.Sc,Art,Engineering,none,101,46400
A,PG in finance,none,Economics,OTHER EUROPIAN COUNTRY,55,51500
D,PG in Marketing,IT,Finance,US,45,58000
NO GRADE,BCom,none,none,OTHER EUROPIAN COUNTRY,89,40100
A++,PG in Marketing,Managment,Finance,CANADA,149,44600
B,BCom,Art,Economics,CANADA,110,48500
A++,PG in datascience,Managment,others,UK,27,56800
A+,"BE in cse,electronics,IT,Telecom",none,Economics,CANADA,108,46200
B,"BE in cse,electronics,IT,Telecom",Art,Economics,OTHER ASIAN COUNTRY,146,47400
D,BE in others,none,Engineering,GERMANY,67,51300
B++,PG in HR,none,others,none,121,42400
B+,BE in others,Finance,none,OTHER EUROPIAN COUNTRY,121,42400
D,BA,Managment,Economics,US,124,54100
C,PG in datascience,Finance,IT,UK,46,57900
A++,BE in Datascience,none,none,UK,127,40800
B,B.Sc,Finance,Finance,none,164,36600
A,PG in HR,Managment,IT,INDIA,74,62600
A+,BE in others,Art,Finance,CANADA,163,41700
B,"BE in cse,electronics,IT,Telecom",Datascience,Management,OTHER ASIAN COUNTRY,58,55700
A++,BA,none,IT,OTHER ASIAN COUNTRY,146,43400
C,CA,Managment,none,none,16,53900
B+,PG in HR,none,Economics,US,42,59300
NO GRADE,PG in HR,Finance,IT,US,33,64700
A,CA,Finance,Engineering,GERMANY,13,61700
A+,BA,Datascience,Economics,AUSTRALIA,73,60700
NO GRADE,BCom,Finance,Management,OTHER EUROPIAN COUNTRY,127,44300
D,"BE in cse,electronics,IT,Telecom",Art,Finance,CANADA,131,45900
A++,B.Sc,Finance,Management,GERMANY,139,44600
A+,BE in others,none,Engineering,CANADA,97,45800
NO GRADE,PG in Marketing,Managment,Economics,INDIA,33,63200
B+,"BE in cse,electronics,IT,Telecom",Art,others,UK,147,44300
NO GRADE,BE in Datascience,Managment,Economics,UK,6,63900
NO GRADE,BA,Managment,Management,UK,8,61700
B+,"BE in cse,electronics,IT,Telecom",none,none,OTHER ASIAN COUNTRY,53,46200
B++,PG in datascience,Datascience,Finance,US,137,49800
B,PG in HR,Art,Economics,GERMANY,75,60000
A+,PG in HR,Managment,Finance,CANADA,148,47700
B++,CA,IT,IT,INDIA,116,54900
A+,"BE in cse,electronics,IT,Telecom",none,Management,AUSTRALIA,59,54100
B,B.Sc,Finance,Management,US,130,46500
A++,CA,none,Engineering,GERMANY,201,38900
D,"BE in cse,electronics,IT,Telecom",Art,Management,OTHER ASIAN COUNTRY,77,52800
B+,"BE in cse,electronics,IT,Telecom",IT,Management,INDIA,61,58400
B++,B.Sc,IT,IT,OTHER ASIAN COUNTRY,133,45700
B++,BE in others,Finance,others,AUSTRALIA,174,43100
B,B.Sc,none,IT,OTHER EUROPIAN COUNTRY,28,51200
C,CA,Datascience,Management,OTHER EUROPIAN COUNTRY,62,55300
B++,"BE in cse,electronics,IT,Telecom",none,Engineering,CANADA,33,53200
A++,PG in Marketing,Managment,Management,INDIA,48,60200
C,BA,none,Management,OTHER EUROPIAN COUNTRY,198,36200
C,PG in Marketing,Datascience,Finance,OTHER ASIAN COUNTRY,58,54200
C,BE in Datascience,Art,Management,OTHER EUROPIAN COUNTRY,190,42500
NO GRADE,PG in HR,IT,none,UK,131,47400
B,BE in others,Datascience,none,none,7,54300
B++,BE in others,none,Engineering,AUSTRALIA,124,47600
A,PG in HR,none,IT,none,78,51200
A+,B.Sc,Datascience,Management,OTHER ASIAN COUNTRY,31,54900
B+,PG in datascience,Managment,IT,none,74,54100
A,CA,Datascience,IT,OTHER EUROPIAN COUNTRY,9,62600
D,B.Sc,none,none,none,182,28300
A++,PG in finance,Finance,Management,INDIA,168,46700
B++,PG in Marketing,IT,none,none,85,46500
NO GRADE,CA,none,Finance,CANADA,101,43900
A++,"BE in cse,electronics,IT,Telecom",Finance,Engineering,UK,121,49400
B++,PG in datascience,Art,others,OTHER EUROPIAN COUNTRY,12,56800
C,PG in finance,none,others,CANADA,78,45200
A,BE in others,none,Engineering,INDIA,189,40600
B,CA,IT,Finance,INDIA,139,49100
A,B.Sc,IT,Management,US,91,51400
D,PG in Marketing,none,Engineering,UK,158,41700
NO GRADE,BA,Finance,Finance,INDIA,94,53100
NO GRADE,BCom,Managment,Economics,GERMANY,35,59000
C,CA,Art,Management,AUSTRALIA,78,57200
B+,PG in datascience,Art,Management,none,139,45100
A++,BE in Datascience,Managment,Management,INDIA,94,56600
D,B.Sc,Datascience,none,OTHER EUROPIAN COUNTRY,168,37200
A+,PG in datascience,none,others,INDIA,109,46100
A,PG in Marketing,Finance,IT,OTHER ASIAN COUNTRY,95,52000
A++,BA,none,none,INDIA,162,39800
B,PG in finance,Finance,IT,CANADA,125,49000
D,CA,Managment,none,CANADA,3,56700
NO GRADE,PG in finance,Managment,none,OTHER EUROPIAN COUNTRY,178,39200
C,BE in Datascience,Datascience,others,OTHER ASIAN COUNTRY,46,55400
B+,BCom,Finance,Engineering,none,170,39500
NO GRADE,PG in datascience,Finance,IT,UK,184,44100
NO GRADE,PG in HR,Managment,Management,OTHER EUROPIAN COUNTRY,111,52900
B,B.Sc,none,Finance,CANADA,150,35500
B,PG in HR,Managment,Management,INDIA,134,54600
C,CA,Art,Economics,INDIA,45,61500
A+,PG in HR,IT,Economics,CANADA,73,57700
A,PG in finance,IT,Engineering,GERMANY,37,60300
A,PG in HR,Finance,Economics,CANADA,166,47400
A,CA,Managment,none,none,107,44800
D,PG in finance,Finance,Management,OTHER EUROPIAN COUNTRY,92,50300
A,CA,Datascience,Management,INDIA,173,48200
NO GRADE,PG in Marketing,Finance,Engineering,none,119,47100
C,BCom,Datascience,none,CANADA,192,35800
A++,"BE in cse,electronics,IT,Telecom",Datascience,Engineering,OTHER EUROPIAN COUNTRY,144,48100
A+,BE in Datascience,IT,none,CANADA,56,51900
D,PG in HR,none,Finance,OTHER EUROPIAN COUNTRY,98,47200
A,BE in others,Datascience,Management,INDIA,52,59300
B,PG in Marketing,Managment,others,GERMANY,124,48600
B++,BE in others,Managment,Finance,GERMANY,88,52200
D,PG in finance,none,Finance,INDIA,80,50000
A+,PG in HR,Managment,none,UK,183,42700
A+,PG in datascience,Art,Management,UK,57,55800
A+,BE in Datascience,none,none,US,184,37600
A,"BE in cse,electronics,IT,Telecom",none,others,US,22,54300
A++,CA,Datascience,Engineering,UK,120,51500
B++,B.Sc,Finance,Economics,US,59,55100
B,PG in Marketing,IT,Management,CANADA,88,51700
C,PG in HR,Datascience,none,none,173,41700
D,PG in HR,IT,Finance,INDIA,191,46900
B,PG in datascience,Art,Engineering,OTHER EUROPIAN COUNTRY,113,50200
D,PG in HR,IT,Management,OTHER ASIAN COUNTRY,186,44900
A++,PG in finance,Managment,Economics,GERMANY,36,61400
A,PG in finance,Datascience,IT,none,175,44500
A++,PG in datascience,IT,others,OTHER EUROPIAN COUNTRY,53,52700
A++,BA,none,Management,OTHER ASIAN COUNTRY,183,37700
B++,PG in HR,Datascience,Engineering,CANADA,195,46000
NO GRADE,PG in datascience,IT,none,CANADA,112,45300
B+,B.Sc,Finance,Economics,OTHER ASIAN COUNTRY,40,53500
A++,PG in datascience,none,IT,OTHER EUROPIAN COUNTRY,155,42000
A,BE in Datascience,IT,Economics,US,177,48800
B++,BE in others,Finance,Management,GERMANY,163,44700
NO GRADE,PG in finance,none,Economics,GERMANY,112,48300
B+,CA,Art,Management,US,187,45300
A+,BA,IT,Management,US,177,46800
A++,PG in Marketing,Managment,Finance,AUSTRALIA,148,49200
NO GRADE,PG in HR,none,IT,OTHER EUROPIAN COUNTRY,118,48700
A++,PG in finance,Managment,Engineering,OTHER EUROPIAN COUNTRY,101,51900
A++,PG in Marketing,Datascience,Economics,UK,4,63600
D,CA,Art,Finance,none,125,45000
C,PG in Marketing,Datascience,IT,OTHER ASIAN COUNTRY,55,58000
B,BE in Datascience,IT,Management,CANADA,1,61400
C,CA,Managment,others,AUSTRALIA,130,50000
NO GRADE,PG in datascience,none,none,CANADA,76,43900
D,PG in finance,Art,Finance,INDIA,169,46100
NO GRADE,PG in finance,none,Economics,AUSTRALIA,140,47500
B++,BE in others,Art,others,none,166,38900
A+,BCom,Managment,none,INDIA,182,40300
NO GRADE,PG in datascience,Finance,Economics,US,134,51100
B,BA,Art,Finance,UK,118,48700
NO GRADE,BE in others,Datascience,Management,US,72,56800
B,BA,IT,others,OTHER EUROPIAN COUNTRY,57,52800
B,B.Sc,Art,Economics,US,3,61700
A,BCom,Finance,Finance,UK,63,50200
A++,BCom,none,IT,INDIA,8,58200
A++,"BE in cse,electronics,IT,Telecom",Art,Finance,UK,118,48200
A++,PG in datascience,Art,Engineering,US,81,56900
A+,PG in finance,Datascience,Engineering,CANADA,96,52900
A,PG in Marketing,Art,IT,OTHER EUROPIAN COUNTRY,198,42700
B++,"BE in cse,electronics,IT,Telecom",Art,Economics,GERMANY,111,53400
D,B.Sc,Datascience,others,OTHER EUROPIAN COUNTRY,133,42200
D,BCom,Finance,others,OTHER ASIAN COUNTRY,85,46000
B++,PG in HR,Art,Finance,AUSTRALIA,123,54200
C,CA,none,others,none,83,43200
NO GRADE,BCom,IT,Engineering,US,152,47300
NO GRADE,PG in HR,Managment,Engineering,AUSTRALIA,96,59900
NO GRADE,BA,none,none,GERMANY,18,52700
B,BCom,Managment,others,OTHER EUROPIAN COUNTRY,24,53600
B+,BCom,none,Finance,none,187,31300
A+,PG in HR,Art,others,INDIA,182,46800
NO GRADE,BCom,IT,Economics,OTHER EUROPIAN COUNTRY,27,56800
B+,PG in datascience,none,IT,US,140,47000
D,PG in HR,Datascience,Management,OTHER ASIAN COUNTRY,139,50600
B+,"BE in cse,electronics,IT,Telecom",Art,Engineering,US,136,51400
B+,BE in Datascience,Managment,others,AUSTRALIA,104,53600
D,CA,Managment,Engineering,GERMANY,117,52800
D,BCom,Datascience,Management,CANADA,173,41700
NO GRADE,CA,Managment,Economics,AUSTRALIA,150,52000
A++,PG in HR,none,Management,INDIA,15,61000
A,PG in Marketing,Art,none,OTHER ASIAN COUNTRY,132,43300
B,BE in Datascience,IT,Management,none,171,42900
A++,PG in finance,IT,Management,CANADA,153,45200
A,B.Sc,Datascience,Management,UK,4,58600
A,BCom,Finance,others,OTHER ASIAN COUNTRY,155,39000
A,BA,Managment,Economics,OTHER EUROPIAN COUNTRY,163,46700
A,BCom,Finance,Management,US,34,57100
A,"BE in cse,electronics,IT,Telecom",Art,IT,OTHER EUROPIAN COUNTRY,187,43800
A+,PG in Marketing,IT,others,GERMANY,164,44100
C,BE in others,Finance,others,none,104,44100
A,BA,Art,IT,US,134,53100
D,BE in Datascience,IT,others,GERMANY,152,46300
B+,BE in others,Finance,Economics,CANADA,151,44900
NO GRADE,BE in Datascience,Managment,Finance,OTHER EUROPIAN COUNTRY,164,44100
B++,PG in Marketing,none,Engineering,US,46,55400
A,BE in others,Art,Finance,UK,112,47800
B+,"BE in cse,electronics,IT,Telecom",Art,others,OTHER ASIAN COUNTRY,42,53800
